umidade_solo,umidade_ambiente,temperatura,volume_agua,datahora
102,68,27.7,0.0,2023-10-05 15:00:00
103,67,27.8,0.0,2023-10-05 16:00:00
103,65,27.6,0.0,2023-10-05 17:00:00
103,64,27.4,0.0,2023-10-05 18:00:00
103,64,27.3,0.0,2023-10-05 19:00:00
102,64,27.0,0.0,2023-10-05 20:00:00
102,63,26.8,0.0,2023-10-05 21:00:00
102,63,26.6,0.0,2023-10-05 22:00:00
102,64,26.4,0.0,2023-10-05 23:00:00
102,63,26.3,0.0,2023-10-06 00:00:00
102,64,26.1,0.0,2023-10-06 01:00:00
101,64,25.9,0.0,2023-10-06 02:00:00
101,64,25.8,0.0,2023-10-06 03:00:00
101,64,25.7,0.0,2023-10-06 04:00:00
101,64,25.6,0.0,2023-10-06 05:00:00
101,64,25.6,0.0,2023-10-06 06:00:00
101,64,25.5,0.0,2023-10-06 07:00:00
101,65,25.9,0.0,2023-10-06 08:00:00
101,68,26.2,0.0,2023-10-06 09:00:00
101,70,26.5,0.0,2023-10-06 10:00:00
101,71,27.0,0.0,2023-10-06 11:00:00
101,70,27.2,0.0,2023-10-06 12:00:00
101,70,27.2,0.0,2023-10-06 13:00:00
101,72,27.5,0.0,2023-10-06 14:00:00
101,75,27.7,0.0,2023-10-06 15:00:00
101,75,28.0,0.0,2023-10-06 16:00:00
101,70,28.4,0.0,2023-10-06 17:00:00
101,71,28.5,0.0,2023-10-06 18:00:00
101,70,29.0,0.0,2023-10-06 19:00:00
101,68,29.3,0.0,2023-10-06 20:00:00
101,66,28.9,0.0,2023-10-06 21:00:00
101,66,28.8,0.0,2023-10-06 22:00:00
101,67,28.8,0.0,2023-10-06 23:00:00
101,67,28.7,0.0,2023-10-07 00:00:00
101,66,28.6,0.0,2023-10-07 01:00:00
101,66,28.6,0.0,2023-10-07 02:00:00
101,66,28.5,0.0,2023-10-07 03:00:00
101,66,28.4,0.0,2023-10-07 04:00:00
101,66,28.3,0.0,2023-10-07 05:00:00
101,64,28.4,0.0,2023-10-07 06:00:00
101,64,28.6,0.0,2023-10-07 07:00:00
101,62,28.7,0.0,2023-10-07 08:00:00
101,60,28.8,0.0,2023-10-07 09:00:00
101,60,29.0,0.0,2023-10-07 10:00:00
101,60,29.2,0.0,2023-10-07 11:00:00
101,58,29.6,0.0,2023-10-07 12:00:00
105,57,29.7,0.0,2023-10-07 13:00:00
113,59,29.6,0.0,2023-10-07 14:00:00
110,59,29.6,0.0,2023-10-07 15:00:00
108,59,29.6,0.0,2023-10-07 16:00:00
110,59,29.6,0.0,2023-10-07 17:00:00
108,60,29.3,0.0,2023-10-07 18:00:00
107,62,28.9,0.0,2023-10-07 19:00:00
108,63,28.6,0.0,2023-10-07 20:00:00
108,64,28.4,0.0,2023-10-07 21:00:00
107,64,28.2,0.0,2023-10-07 22:00:00
106,64,28.1,0.0,2023-10-07 23:00:00
109,64,27.9,0.0,2023-10-08 00:00:00
109,65,27.8,0.0,2023-10-08 01:00:00
107,65,27.7,0.0,2023-10-08 02:00:00
104,65,27.6,0.0,2023-10-08 03:00:00
104,65,27.4,0.0,2023-10-08 04:00:00
104,65,27.3,0.0,2023-10-08 05:00:00
104,65,27.2,0.0,2023-10-08 06:00:00
103,66,27.0,0.0,2023-10-08 07:00:00
103,66,26.8,0.0,2023-10-08 08:00:00
103,66,26.8,0.0,2023-10-08 09:00:00
103,66,26.9,0.0,2023-10-08 10:00:00
103,65,27.1,0.0,2023-10-08 11:00:00
103,65,27.4,0.0,2023-10-08 12:00:00
103,66,27.4,0.0,2023-10-08 13:00:00
102,65,27.6,0.0,2023-10-08 14:00:00
102,66,27.6,0.0,2023-10-08 15:00:00
102,66,27.7,0.0,2023-10-08 16:00:00
102,66,27.7,0.0,2023-10-08 17:00:00
102,66,27.7,0.0,2023-10-08 18:00:00
102,66,27.7,0.0,2023-10-08 19:00:00
102,66,27.6,0.0,2023-10-08 20:00:00
102,67,27.5,0.0,2023-10-08 21:00:00
102,68,27.3,0.0,2023-10-08 22:00:00
102,68,27.1,0.0,2023-10-08 23:00:00
102,68,26.9,0.0,2023-10-09 00:00:00
102,69,26.7,0.0,2023-10-09 01:00:00
102,69,26.6,0.0,2023-10-09 02:00:00
102,69,26.5,0.0,2023-10-09 03:00:00
103,69,26.4,0.0,2023-10-09 04:00:00
103,69,26.3,0.0,2023-10-09 05:00:00
103,69,26.2,0.0,2023-10-09 06:00:00
104,69,26.1,0.0,2023-10-09 07:00:00
104,69,26.1,0.0,2023-10-09 08:00:00
104,69,26.1,0.0,2023-10-09 09:00:00
61,67,26.7,1.02,2023-10-09 10:00:00
102,62,26.7,0.0,2023-10-09 11:00:00
101,57,27.0,0.0,2023-10-09 12:00:00
101,59,26.9,0.0,2023-10-09 13:00:00
101,59,26.8,0.0,2023-10-09 14:00:00
100,60,26.8,0.0,2023-10-09 15:00:00
100,63,26.9,0.0,2023-10-09 16:00:00
100,62,26.8,0.0,2023-10-09 17:00:00
100,59,26.6,0.0,2023-10-09 18:00:00
100,58,26.5,0.0,2023-10-09 19:00:00
99,59,26.4,0.0,2023-10-09 20:00:00
99,59,26.2,0.0,2023-10-09 21:00:00
99,59,26.0,0.0,2023-10-09 22:00:00
99,59,25.9,0.0,2023-10-09 23:00:00
98,59,25.8,0.0,2023-10-10 00:00:00
98,59,25.6,0.0,2023-10-10 01:00:00
98,59,25.6,0.0,2023-10-10 02:00:00
98,60,25.4,0.0,2023-10-10 03:00:00
97,60,25.3,0.0,2023-10-10 04:00:00
97,60,25.2,0.0,2023-10-10 05:00:00
97,61,25.2,0.0,2023-10-10 06:00:00
97,60,25.5,0.0,2023-10-10 07:00:00
97,59,25.5,0.0,2023-10-10 08:00:00
97,59,25.6,0.0,2023-10-10 09:00:00
97,58,25.8,0.0,2023-10-10 10:00:00
97,59,26.1,0.0,2023-10-10 11:00:00
97,59,26.2,0.0,2023-10-10 12:00:00
97,59,26.3,0.0,2023-10-10 13:00:00
97,59,26.4,0.0,2023-10-10 14:00:00
97,59,26.5,0.0,2023-10-10 15:00:00
97,63,26.6,0.0,2023-10-10 16:00:00
97,62,26.5,0.0,2023-10-10 17:00:00
97,60,26.3,0.0,2023-10-10 18:00:00
97,59,26.2,0.0,2023-10-10 19:00:00
96,60,26.0,0.0,2023-10-10 20:00:00
96,60,26.0,0.0,2023-10-10 21:00:00
96,60,25.8,0.0,2023-10-10 22:00:00
97,59,25.8,0.0,2023-10-10 23:00:00
97,59,25.6,0.0,2023-10-11 00:00:00
97,59,25.6,0.0,2023-10-11 01:00:00
97,60,25.5,0.0,2023-10-11 02:00:00
96,60,25.3,0.0,2023-10-11 03:00:00
96,60,25.0,0.0,2023-10-11 04:00:00
96,60,24.9,0.0,2023-10-11 05:00:00
96,60,25.0,0.0,2023-10-11 06:00:00
96,59,25.2,0.0,2023-10-11 07:00:00
96,59,25.4,0.0,2023-10-11 08:00:00
96,59,25.6,0.0,2023-10-11 09:00:00
96,59,25.8,0.0,2023-10-11 10:00:00
96,60,26.1,0.0,2023-10-11 11:00:00
97,60,26.5,0.0,2023-10-11 12:00:00
97,61,26.5,0.0,2023-10-11 13:00:00
96,61,26.7,0.0,2023-10-11 14:00:00
97,69,27.0,0.0,2023-10-11 15:00:00
97,66,27.3,0.0,2023-10-11 16:00:00
97,64,27.5,0.0,2023-10-11 17:00:00
97,63,27.6,0.0,2023-10-11 18:00:00
97,63,27.7,0.0,2023-10-11 19:00:00
97,62,27.8,0.0,2023-10-11 20:00:00
97,62,27.8,0.0,2023-10-11 21:00:00
97,62,27.8,0.0,2023-10-11 22:00:00
97,62,27.8,0.0,2023-10-11 23:00:00
97,62,27.8,0.0,2023-10-12 00:00:00
97,62,27.7,0.0,2023-10-12 01:00:00
97,62,27.6,0.0,2023-10-12 02:00:00
97,63,27.5,0.0,2023-10-12 03:00:00
97,63,27.4,0.0,2023-10-12 04:00:00
96,63,27.2,0.0,2023-10-12 05:00:00
96,63,27.2,0.0,2023-10-12 06:00:00
96,62,27.4,0.0,2023-10-12 07:00:00
96,62,27.5,0.0,2023-10-12 08:00:00
96,62,27.6,0.0,2023-10-12 09:00:00
96,62,27.8,0.0,2023-10-12 10:00:00
96,61,28.0,0.0,2023-10-12 11:00:00
96,61,28.2,0.0,2023-10-12 12:00:00
96,61,28.3,0.0,2023-10-12 13:00:00
98,62,28.3,0.0,2023-10-12 14:00:00
96,64,28.2,0.0,2023-10-12 15:00:00
96,64,28.1,0.0,2023-10-12 16:00:00
96,63,27.6,0.0,2023-10-12 17:00:00
96,63,27.1,0.0,2023-10-12 18:00:00
96,62,27.0,0.0,2023-10-12 19:00:00
95,62,26.9,0.0,2023-10-12 20:00:00
95,63,26.7,0.0,2023-10-12 21:00:00
95,63,26.6,0.0,2023-10-12 22:00:00
95,64,26.6,0.0,2023-10-12 23:00:00
95,64,26.4,0.0,2023-10-13 00:00:00
95,65,26.3,0.0,2023-10-13 01:00:00
95,65,26.1,0.0,2023-10-13 02:00:00
95,64,26.0,0.0,2023-10-13 03:00:00
94,64,25.8,0.0,2023-10-13 04:00:00
94,63,25.6,0.0,2023-10-13 05:00:00
94,64,25.5,0.0,2023-10-13 06:00:00
94,64,25.4,0.0,2023-10-13 07:00:00
94,63,25.4,0.0,2023-10-13 08:00:00
94,63,25.3,0.0,2023-10-13 09:00:00
94,62,25.5,0.0,2023-10-13 10:00:00
94,62,25.5,0.0,2023-10-13 11:00:00
94,61,25.5,0.0,2023-10-13 12:00:00
94,62,25.4,0.0,2023-10-13 13:00:00
94,62,25.4,0.0,2023-10-13 14:00:00
94,62,25.3,0.0,2023-10-13 15:00:00
94,62,25.2,0.0,2023-10-13 16:00:00
94,62,25.0,0.0,2023-10-13 17:00:00
94,61,24.8,0.0,2023-10-13 18:00:00
94,60,24.8,0.0,2023-10-13 19:00:00
94,60,24.6,0.0,2023-10-13 20:00:00
94,60,24.4,0.0,2023-10-13 21:00:00
94,59,24.3,0.0,2023-10-13 22:00:00
93,59,24.1,0.0,2023-10-13 23:00:00
93,59,24.0,0.0,2023-10-14 00:00:00
93,59,23.8,0.0,2023-10-14 01:00:00
93,58,23.6,0.0,2023-10-14 02:00:00
93,58,23.5,0.0,2023-10-14 03:00:00
93,59,23.4,0.0,2023-10-14 04:00:00
93,59,23.3,0.0,2023-10-14 05:00:00
93,59,23.2,0.0,2023-10-14 06:00:00
93,59,23.1,0.0,2023-10-14 07:00:00
93,60,23.1,0.0,2023-10-14 08:00:00
93,60,23.2,0.0,2023-10-14 09:00:00
93,60,23.2,0.0,2023-10-14 10:00:00
93,60,23.2,0.0,2023-10-14 11:00:00
93,61,23.3,0.0,2023-10-14 12:00:00
93,61,23.3,0.0,2023-10-14 13:00:00
93,61,23.4,0.0,2023-10-14 14:00:00
93,62,23.4,0.0,2023-10-14 15:00:00
93,62,23.3,0.0,2023-10-14 16:00:00
93,62,23.3,0.0,2023-10-14 17:00:00
93,61,23.2,0.0,2023-10-14 18:00:00
93,60,23.1,0.0,2023-10-14 19:00:00
93,60,23.1,0.0,2023-10-14 20:00:00
93,60,23.0,0.0,2023-10-14 21:00:00
93,61,23.0,0.0,2023-10-14 22:00:00
93,61,22.9,0.0,2023-10-14 23:00:00
93,61,22.8,0.0,2023-10-15 00:00:00
93,60,22.7,0.0,2023-10-15 01:00:00
93,60,22.6,0.0,2023-10-15 02:00:00
92,60,22.6,0.0,2023-10-15 03:00:00
92,61,22.5,0.0,2023-10-15 04:00:00
92,62,22.4,0.0,2023-10-15 05:00:00
92,62,22.4,0.0,2023-10-15 06:00:00
92,62,22.6,0.0,2023-10-15 07:00:00
92,62,22.9,0.0,2023-10-15 08:00:00
92,62,23.2,0.0,2023-10-15 09:00:00
92,62,23.4,0.0,2023-10-15 10:00:00
92,63,23.7,0.0,2023-10-15 11:00:00
93,63,24.0,0.0,2023-10-15 12:00:00
93,64,24.2,0.0,2023-10-15 13:00:00
93,65,24.4,0.0,2023-10-15 14:00:00
93,65,24.7,0.0,2023-10-15 15:00:00
93,66,24.9,0.0,2023-10-15 16:00:00
93,66,25.1,0.0,2023-10-15 17:00:00
93,65,25.1,0.0,2023-10-15 18:00:00
93,64,25.1,0.0,2023-10-15 19:00:00
93,63,25.1,0.0,2023-10-15 20:00:00
93,63,25.1,0.0,2023-10-15 21:00:00
93,63,25.1,0.0,2023-10-15 22:00:00
93,63,25.0,0.0,2023-10-15 23:00:00
92,63,24.9,0.0,2023-10-16 00:00:00
92,63,24.9,0.0,2023-10-16 01:00:00
92,63,24.8,0.0,2023-10-16 02:00:00
92,63,24.7,0.0,2023-10-16 03:00:00
92,63,24.7,0.0,2023-10-16 04:00:00
92,63,24.6,0.0,2023-10-16 05:00:00
92,63,24.7,0.0,2023-10-16 06:00:00
92,64,25.0,0.0,2023-10-16 07:00:00
54,65,25.4,0.41,2023-10-16 08:00:00
73,65,25.8,1.01,2023-10-16 09:00:00
83,65,26.5,0.0,2023-10-16 10:00:00
84,66,26.8,0.0,2023-10-16 11:00:00
83,64,27.2,0.0,2023-10-16 12:00:00
83,65,27.0,0.0,2023-10-16 13:00:00
82,68,27.1,0.0,2023-10-16 14:00:00
83,73,27.4,0.0,2023-10-16 15:00:00
84,70,27.6,0.0,2023-10-16 16:00:00
84,66,27.5,0.0,2023-10-16 17:00:00
85,64,27.5,0.0,2023-10-16 18:00:00
86,64,27.5,0.0,2023-10-16 19:00:00
86,64,27.5,0.0,2023-10-16 20:00:00
85,63,27.5,0.0,2023-10-16 21:00:00
85,63,27.4,0.0,2023-10-16 22:00:00
85,63,27.3,0.0,2023-10-16 23:00:00
85,62,27.0,0.0,2023-10-17 00:00:00
87,63,26.8,0.0,2023-10-17 01:00:00
88,63,26.5,0.0,2023-10-17 02:00:00
87,64,26.4,0.0,2023-10-17 03:00:00
87,64,26.2,0.0,2023-10-17 04:00:00
87,64,26.0,0.0,2023-10-17 05:00:00
87,64,25.8,0.0,2023-10-17 06:00:00
87,64,25.7,0.0,2023-10-17 07:00:00
85,64,25.6,0.0,2023-10-17 08:00:00
80,64,25.6,0.0,2023-10-17 09:00:00
80,64,26.0,0.0,2023-10-17 10:00:00
80,62,26.3,0.0,2023-10-17 11:00:00
78,63,26.5,0.0,2023-10-17 12:00:00
77,64,26.5,0.0,2023-10-17 13:00:00
78,63,26.7,0.0,2023-10-17 14:00:00
79,62,26.7,0.0,2023-10-17 15:00:00
79,60,26.6,0.0,2023-10-17 16:00:00
80,61,26.7,0.0,2023-10-17 17:00:00
80,61,26.7,0.0,2023-10-17 18:00:00
80,61,26.6,0.0,2023-10-17 19:00:00
81,60,26.7,0.0,2023-10-17 20:00:00
81,60,26.7,0.0,2023-10-17 21:00:00
81,60,26.6,0.0,2023-10-17 22:00:00
79,61,26.3,0.0,2023-10-17 23:00:00
79,61,26.2,0.0,2023-10-18 00:00:00
79,61,26.1,0.0,2023-10-18 01:00:00
79,61,26.0,0.0,2023-10-18 02:00:00
79,61,25.8,0.0,2023-10-18 03:00:00
78,60,25.6,0.0,2023-10-18 04:00:00
78,60,25.6,0.0,2023-10-18 05:00:00
78,61,25.5,0.0,2023-10-18 06:00:00
78,60,25.6,0.0,2023-10-18 07:00:00
71,57,26.0,0.0,2023-10-18 08:00:00
60,55,26.4,0.04,2023-10-18 09:00:00
81,58,26.1,0.0,2023-10-18 10:00:00
85,58,26.2,0.0,2023-10-18 11:00:00
86,58,26.4,0.0,2023-10-18 12:00:00
86,61,26.5,0.0,2023-10-18 13:00:00
86,63,26.7,0.0,2023-10-18 14:00:00
85,60,26.8,0.0,2023-10-18 15:00:00
85,58,26.9,0.0,2023-10-18 16:00:00
84,58,27.0,0.0,2023-10-18 17:00:00
84,58,26.9,0.0,2023-10-18 18:00:00
82,57,26.7,0.0,2023-10-18 19:00:00
83,57,26.6,0.0,2023-10-18 20:00:00
82,57,26.4,0.0,2023-10-18 21:00:00
82,57,26.4,0.0,2023-10-18 22:00:00
81,57,26.2,0.0,2023-10-18 23:00:00
81,58,26.1,0.0,2023-10-19 00:00:00
80,58,26.0,0.0,2023-10-19 01:00:00
80,58,25.8,0.0,2023-10-19 02:00:00
80,58,25.7,0.0,2023-10-19 03:00:00
79,58,25.6,0.0,2023-10-19 04:00:00
79,58,25.4,0.0,2023-10-19 05:00:00
80,58,25.3,0.0,2023-10-19 06:00:00
80,57,25.3,0.0,2023-10-19 07:00:00
80,57,25.3,0.0,2023-10-19 08:00:00
81,57,25.5,0.0,2023-10-19 09:00:00
46,55,26.3,0.45,2023-10-19 10:00:00
61,57,26.2,0.2,2023-10-19 11:00:00
61,58,26.1,0.27,2023-10-19 12:00:00
60,58,26.1,0.7,2023-10-19 13:00:00
58,58,25.9,20.42,2023-10-19 14:00:00
59,61,25.9,6.88,2023-10-19 15:00:00
58,60,25.8,23.45,2023-10-19 16:00:00
59,58,25.7,31.04,2023-10-19 17:00:00
58,57,25.5,59.05,2023-10-19 18:00:00
58,57,25.3,59.71,2023-10-19 19:00:00
58,56,25.1,63.33,2023-10-19 20:00:00
58,56,25.1,67.77,2023-10-19 21:00:00
58,56,24.9,69.14,2023-10-19 22:00:00
51,56,24.8,0.0,2023-10-19 23:00:00
51,57,24.6,0.0,2023-10-20 00:00:00
51,57,24.4,0.0,2023-10-20 01:00:00
51,58,24.3,0.0,2023-10-20 02:00:00
51,58,24.2,0.0,2023-10-20 03:00:00
51,58,24.1,0.0,2023-10-20 04:00:00
51,58,24.0,0.0,2023-10-20 05:00:00
58,58,24.0,454.27,2023-10-20 06:00:00
58,58,24.0,206.26,2023-10-20 07:00:00
59,57,24.3,3.48,2023-10-20 08:00:00
59,56,24.4,7.21,2023-10-20 09:00:00
52,56,24.9,10.24,2023-10-20 10:00:00
77,58,24.6,0.0,2023-10-20 11:00:00
78,58,24.7,0.0,2023-10-20 12:00:00
79,59,24.9,0.0,2023-10-20 13:00:00
80,63,25.1,0.0,2023-10-20 14:00:00
80,61,25.1,0.0,2023-10-20 15:00:00
81,59,25.0,0.0,2023-10-20 16:00:00
81,59,24.9,0.0,2023-10-20 17:00:00
81,59,24.9,0.0,2023-10-20 18:00:00
82,59,24.8,0.0,2023-10-20 19:00:00
82,59,24.7,0.0,2023-10-20 20:00:00
83,59,24.6,0.0,2023-10-20 21:00:00
84,59,24.5,0.0,2023-10-20 22:00:00
84,60,24.4,0.0,2023-10-20 23:00:00
84,60,24.2,0.0,2023-10-21 00:00:00
85,60,24.1,0.0,2023-10-21 01:00:00
85,60,24.0,0.0,2023-10-21 02:00:00
85,60,24.0,0.0,2023-10-21 03:00:00
85,60,23.9,0.0,2023-10-21 04:00:00
85,60,23.8,0.0,2023-10-21 05:00:00
85,60,23.7,0.0,2023-10-21 06:00:00
86,60,23.7,0.0,2023-10-21 07:00:00
86,60,24.0,0.0,2023-10-21 08:00:00
86,60,24.2,0.0,2023-10-21 09:00:00
87,59,24.4,0.0,2023-10-21 10:00:00
87,59,24.5,0.0,2023-10-21 11:00:00
88,59,24.6,0.0,2023-10-21 12:00:00
88,59,24.7,0.0,2023-10-21 13:00:00
88,59,24.9,0.0,2023-10-21 14:00:00
88,59,25.0,0.0,2023-10-21 15:00:00
88,59,25.1,0.0,2023-10-21 16:00:00
88,59,25.2,0.0,2023-10-21 17:00:00
88,59,25.1,0.0,2023-10-21 18:00:00
88,59,25.0,0.0,2023-10-21 19:00:00
89,59,24.9,0.0,2023-10-21 20:00:00
88,59,24.8,0.0,2023-10-21 21:00:00
89,59,24.7,0.0,2023-10-21 22:00:00
88,59,24.6,0.0,2023-10-21 23:00:00
88,59,24.6,0.0,2023-10-22 00:00:00
88,60,24.4,0.0,2023-10-22 01:00:00
88,60,24.4,0.0,2023-10-22 02:00:00
88,59,24.3,0.0,2023-10-22 03:00:00
88,60,24.2,0.0,2023-10-22 04:00:00
88,60,24.1,0.0,2023-10-22 05:00:00
88,59,24.2,0.0,2023-10-22 06:00:00
88,59,24.3,0.0,2023-10-22 07:00:00
88,58,24.4,0.0,2023-10-22 08:00:00
88,58,24.5,0.0,2023-10-22 09:00:00
88,57,24.7,0.0,2023-10-22 10:00:00
88,57,24.9,0.0,2023-10-22 11:00:00
89,57,25.3,0.0,2023-10-22 12:00:00
89,57,25.4,0.0,2023-10-22 13:00:00
89,56,25.6,0.0,2023-10-22 14:00:00
89,57,25.8,0.0,2023-10-22 15:00:00
88,58,26.0,0.0,2023-10-22 16:00:00
89,58,26.3,0.0,2023-10-22 17:00:00
89,58,26.3,0.0,2023-10-22 18:00:00
89,58,26.1,0.0,2023-10-22 19:00:00
89,58,26.1,0.0,2023-10-22 20:00:00
89,58,26.1,0.0,2023-10-22 21:00:00
89,58,26.0,0.0,2023-10-22 22:00:00
89,58,25.9,0.0,2023-10-22 23:00:00
89,58,25.8,0.0,2023-10-23 00:00:00
89,58,25.7,0.0,2023-10-23 01:00:00
89,58,25.6,0.0,2023-10-23 02:00:00
89,58,25.5,0.0,2023-10-23 03:00:00
89,58,25.4,0.0,2023-10-23 04:00:00
89,58,25.2,0.0,2023-10-23 05:00:00
89,58,25.2,0.0,2023-10-23 06:00:00
89,58,25.3,0.0,2023-10-23 07:00:00
61,58,25.5,0.25,2023-10-23 08:00:00
59,58,25.6,0.86,2023-10-23 09:00:00
59,59,25.9,22.15,2023-10-23 10:00:00
99,60,26.6,0.0,2023-10-23 11:00:00
95,58,27.0,0.0,2023-10-23 12:00:00
94,58,27.0,0.0,2023-10-23 13:00:00
93,60,27.0,0.0,2023-10-23 14:00:00
92,66,27.3,0.0,2023-10-23 15:00:00
92,61,27.5,0.0,2023-10-23 16:00:00
91,59,27.8,0.0,2023-10-23 17:00:00
91,58,27.9,0.0,2023-10-23 18:00:00
91,58,27.9,0.0,2023-10-23 19:00:00
91,59,27.9,0.0,2023-10-23 20:00:00
91,59,28.0,0.0,2023-10-23 21:00:00
91,58,28.0,0.0,2023-10-23 22:00:00
90,58,28.0,0.0,2023-10-23 23:00:00
90,58,27.9,0.0,2023-10-24 00:00:00
90,58,27.8,0.0,2023-10-24 01:00:00
90,58,27.6,0.0,2023-10-24 02:00:00
90,59,27.5,0.0,2023-10-24 03:00:00
90,59,27.3,0.0,2023-10-24 04:00:00
89,59,27.1,0.0,2023-10-24 05:00:00
89,59,27.2,0.0,2023-10-24 06:00:00
89,58,27.4,0.0,2023-10-24 07:00:00
90,58,27.8,0.0,2023-10-24 08:00:00
79,59,28.4,59.19,2023-10-24 09:00:00
53,61,28.5,73.32,2023-10-24 10:00:00
89,60,28.6,0.0,2023-10-24 11:00:00
95,61,27.8,0.0,2023-10-25 09:00:00
91,58,28.1,0.0,2023-10-25 10:00:00
90,57,28.0,0.0,2023-10-25 11:00:00
90,57,28.2,0.0,2023-10-25 12:00:00
90,57,28.6,0.0,2023-10-25 13:00:00
90,57,28.7,0.0,2023-10-25 14:00:00
90,56,28.9,0.0,2023-10-25 15:00:00
90,57,28.8,0.0,2023-10-25 16:00:00
90,54,28.3,0.0,2023-10-25 17:00:00
90,54,27.8,0.0,2023-10-25 18:00:00
89,54,27.7,0.0,2023-10-25 19:00:00
89,54,27.7,0.0,2023-10-25 20:00:00
89,56,27.6,0.0,2023-10-25 21:00:00
89,56,27.5,0.0,2023-10-25 22:00:00
89,56,27.4,0.0,2023-10-25 23:00:00
89,56,27.3,0.0,2023-10-26 00:00:00
89,57,27.2,0.0,2023-10-26 01:00:00
89,58,27.0,0.0,2023-10-26 02:00:00
89,58,26.8,0.0,2023-10-26 03:00:00
89,58,26.6,0.0,2023-10-26 04:00:00
89,61,26.1,0.0,2023-10-26 05:00:00
88,61,26.3,0.0,2023-10-26 06:00:00
88,61,26.3,0.0,2023-10-26 07:00:00
88,62,26.4,0.0,2023-10-26 08:00:00
88,62,26.5,0.0,2023-10-26 09:00:00
88,62,26.3,0.0,2023-10-26 10:00:00
88,63,26.4,0.0,2023-10-26 11:00:00
88,62,26.6,0.0,2023-10-26 12:00:00
88,62,26.6,0.0,2023-10-26 13:00:00
88,63,26.6,0.0,2023-10-26 14:00:00
88,62,26.7,0.0,2023-10-26 15:00:00
88,61,26.6,0.0,2023-10-26 16:00:00
88,60,26.5,0.0,2023-10-26 17:00:00
88,59,26.3,0.0,2023-10-26 18:00:00
88,60,26.3,0.0,2023-10-26 19:00:00
88,59,26.1,0.0,2023-10-26 20:00:00
88,58,26.1,0.0,2023-10-26 21:00:00
88,59,26.0,0.0,2023-10-26 22:00:00
88,59,25.8,0.0,2023-10-26 23:00:00
88,59,25.7,0.0,2023-10-27 00:00:00
88,59,25.6,0.0,2023-10-27 01:00:00
88,59,25.5,0.0,2023-10-27 02:00:00
87,60,25.3,0.0,2023-10-27 03:00:00
87,60,25.2,0.0,2023-10-27 04:00:00
87,60,25.1,0.0,2023-10-27 05:00:00
87,60,25.1,0.0,2023-10-27 06:00:00
87,60,25.0,0.0,2023-10-27 07:00:00
87,61,25.4,0.0,2023-10-27 08:00:00
87,62,25.7,0.0,2023-10-27 09:00:00
87,62,26.1,0.0,2023-10-27 10:00:00
87,63,26.3,0.0,2023-10-27 11:00:00
87,62,26.6,0.0,2023-10-27 12:00:00
87,62,26.8,0.0,2023-10-27 13:00:00
87,67,27.0,0.0,2023-10-27 14:00:00
87,68,27.3,0.0,2023-10-27 15:00:00
87,65,27.3,0.0,2023-10-27 16:00:00
87,63,27.2,0.0,2023-10-27 17:00:00
87,62,27.1,0.0,2023-10-27 18:00:00
87,62,27.0,0.0,2023-10-27 19:00:00
87,62,26.8,0.0,2023-10-27 20:00:00
87,62,26.6,0.0,2023-10-27 21:00:00
87,61,26.5,0.0,2023-10-27 22:00:00
87,62,26.4,0.0,2023-10-27 23:00:00
87,62,26.3,0.0,2023-10-28 00:00:00
87,62,26.1,0.0,2023-10-28 01:00:00
87,64,25.9,0.0,2023-10-28 02:00:00
86,65,25.3,0.0,2023-10-28 03:00:00
87,65,25.1,0.0,2023-10-28 04:00:00
86,65,25.0,0.0,2023-10-28 05:00:00
86,64,25.3,0.0,2023-10-28 06:00:00
86,63,25.6,0.0,2023-10-28 07:00:00
86,63,25.5,0.0,2023-10-28 08:00:00
86,64,25.6,0.0,2023-10-28 09:00:00
86,64,25.7,0.0,2023-10-28 10:00:00
86,65,25.9,0.0,2023-10-28 11:00:00
86,65,26.0,0.0,2023-10-28 12:00:00
86,64,26.4,0.0,2023-10-28 13:00:00
86,63,26.6,0.0,2023-10-28 14:00:00
86,63,26.7,0.0,2023-10-28 15:00:00
86,63,26.8,0.0,2023-10-28 16:00:00
86,63,26.9,0.0,2023-10-28 17:00:00
86,62,26.9,0.0,2023-10-28 18:00:00
86,62,26.9,0.0,2023-10-28 19:00:00
86,62,27.0,0.0,2023-10-28 20:00:00
86,62,27.0,0.0,2023-10-28 21:00:00
86,62,27.0,0.0,2023-10-28 22:00:00
86,61,26.9,0.0,2023-10-28 23:00:00
86,61,26.9,0.0,2023-10-29 00:00:00
86,61,26.8,0.0,2023-10-29 01:00:00
86,62,26.8,0.0,2023-10-29 02:00:00
86,62,26.6,0.0,2023-10-29 03:00:00
86,62,26.6,0.0,2023-10-29 04:00:00
86,62,26.5,0.0,2023-10-29 05:00:00
86,62,26.6,0.0,2023-10-29 06:00:00
86,62,26.7,0.0,2023-10-29 07:00:00
86,61,27.0,0.0,2023-10-29 08:00:00
86,61,27.2,0.0,2023-10-29 09:00:00
85,60,27.6,0.0,2023-10-29 10:00:00
85,60,27.8,0.0,2023-10-29 11:00:00
86,60,28.2,0.0,2023-10-29 12:00:00
86,59,28.4,0.0,2023-10-29 13:00:00
86,58,28.6,0.0,2023-10-29 14:00:00
87,58,28.7,0.0,2023-10-29 15:00:00
86,58,28.7,0.0,2023-10-29 16:00:00
86,60,28.4,0.0,2023-10-29 17:00:00
